,theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,thetadd3
5599,-0.439996,1.546211,1.177279,-1.736624,-0.793857,-0.647078,0.241331,0.043353,0.938169
1614,-1.316869,0.528493,0.478595,-1.251844,0.140184,-0.125335,0.278968,0.210563,7.823006
607,-1.561591,0.463438,0.371549,1.659554,-1.451809,-1.691164,0.554208,0.179134,8.904794
4028,-0.135163,1.5737,-0.513246,-0.561959,-1.223614,-0.414424,0.49992,-0.240144,6.882798
4838,-1.498158,-0.303146,-1.82385,-0.296035,0.822008,-1.229784,0.459314,0.094518,-1.348682
1093,1.295789,-0.448805,0.521736,0.00779,-1.026806,1.131152,-0.127007,0.186064,-5.064931
7296,-1.789446,1.12539,0.778805,0.237325,0.159384,-1.644813,0.120756,0.354095,8.265377
2622,-0.692376,0.949385,-1.72,-0.365876,-0.55986,0.123674,0.436087,-0.28424,-2.605503
6632,-1.651317,0.393527,1.580347,1.873306,-1.651137,-0.349466,0.014908,-0.236977,7.871057
8042,0.516865,1.081458,1.319068,-1.278081,0.245508,-1.799058,0.537512,0.355927,8.347669
7878,-0.917499,-1.470585,-0.578093,-0.950779,0.903369,1.492083,-0.005043,0.444426,-4.399162
203,-0.688735,1.832588,0.133417,-0.750951,0.427477,-0.839914,0.598083,-0.425075,2.626032
2387,1.254434,-1.832132,-0.016913,-1.517275,-1.169837,-1.361776,-0.076956,0.201943,-6.051905
3857,0.399109,1.14733,0.073862,1.099139,0.660572,-0.161492,0.043446,0.591344,6.057131
4716,-1.653854,-0.768314,-1.111164,0.799827,-0.816343,-1.572025,-0.472315,-0.196429,-3.695118
837,1.744799,-1.307004,0.463571,-1.176302,-0.700785,-0.893767,0.492168,0.273629,-9.815641
2934,0.496634,0.337384,0.463511,1.588353,0.716777,-1.756823,-0.310205,0.378574,5.601679
6622,-0.410295,-0.654322,-0.366487,0.494948,-1.601012,1.42192,0.234517,-0.465636,0.456188
8125,-0.22797,-1.259588,-1.838705,-1.158395,-1.321107,0.930442,0.11201,-0.246477,1.705862
1230,-1.534264,-0.177775,1.667203,-1.0742,0.02486,-0.6307,0.261576,-0.49227,8.216192
6224,-1.019564,-1.563797,1.090876,1.281919,0.163815,1.19973,-0.441981,-0.373402,1.585878
5531,-0.233848,1.728371,1.572819,-0.253348,-1.792382,0.798365,0.320649,-0.050971,4.79315
1609,-1.521682,0.163758,0.243394,0.367022,0.955759,-0.144027,-0.121708,0.455421,2.658146
7664,-0.038569,0.199969,-1.883434,1.067906,-0.257336,-0.961882,-0.309191,-0.575988,-0.744825
4436,1.410992,1.797107,-0.556885,1.12379,0.280269,1.857727,0.134056,-0.515248,3.032066
5156,-0.770856,1.405382,1.764304,-1.466497,0.270432,-1.36418,0.262673,-0.059527,-5.362452
6578,1.015763,1.767139,0.949201,-1.037227,-0.599042,1.339904,-0.537357,-0.165815,0.622382
7881,0.126208,-1.274353,-1.18526,-0.459503,1.681422,0.40683,-0.328798,-0.101303,-2.471015
2732,0.235969,-0.022453,-0.38473,-0.767451,-1.674488,-0.739178,-0.477626,0.537497,0.142246
7160,0.50445,-0.244269,-0.002353,-1.844305,-1.021457,0.547311,0.021439,0.325617,-7.834689
7459,-1.155407,-0.105076,-1.691639,1.292074,1.206641,1.67129,-0.073788,-0.555508,-4.39542
7839,-1.173759,0.578396,-1.497974,-0.990522,0.219269,-1.722412,0.179073,0.076423,-4.273193
5438,0.463677,0.619443,-1.513579,0.639549,0.87884,0.152285,-0.100228,0.262801,-1.4647
4848,-1.184948,1.026379,-0.760149,0.401039,-0.344562,-0.472557,0.298974,0.454029,6.048661
4857,0.523969,-0.158136,0.000869,-0.470281,1.493569,-1.43293,-0.338283,0.074748,1.80855
4017,0.498441,0.555177,0.335052,-1.032653,0.868984,0.378156,-0.127097,-0.120167,9.474418
6253,0.159974,0.729333,-1.856916,-1.861561,-0.764117,1.571433,-0.294613,-0.359083,-3.572077
5434,-0.020501,-1.492087,-0.062286,1.197255,-1.529708,0.986175,-0.52958,-0.253809,-9.215863
5617,1.308873,0.791019,-1.825299,1.740445,0.916424,-1.51964,0.180448,0.394412,-3.173568
4174,1.126597,-1.551213,1.472713,-1.34593,-1.573489,0.306295,-0.575013,0.561212,-4.680249
657,0.217723,-1.316393,0.997372,1.813663,-1.261472,0.421076,0.288171,0.09131,-7.772123
790,0.229243,0.03464,1.627643,1.318393,-1.314209,-0.007844,0.03572,0.349915,8.244771
3209,1.240233,0.751914,0.679107,-1.544555,0.264434,-0.379621,-0.508229,-0.19982,10.278262
4987,0.728885,-1.839351,-0.695244,1.752303,0.403575,0.808811,-0.195299,-0.3898,-6.052955
6750,0.294824,1.435221,1.865315,-0.232961,1.554864,-0.428916,-0.229399,0.090006,1.358755
2561,0.051252,1.857677,-0.430415,0.478723,0.910292,0.972026,0.576444,-0.512651,5.357053
2640,-1.472651,-1.372817,-1.077595,-0.491722,-0.725982,1.623665,-0.458735,0.043583,-2.73874
1359,-0.063666,0.620733,1.309998,0.848203,1.721408,1.412025,0.098671,-0.031553,0.459751
6020,-1.728963,-0.208801,0.474011,0.878354,-0.475359,-0.914202,0.371179,-0.391883,3.227145
2347,1.217733,-0.408304,-1.119244,0.729991,1.671307,0.051256,-0.587261,-0.091772,-2.344522
5562,1.450181,0.723031,1.555272,-1.108921,0.80314,-1.670786,0.372411,-0.089302,6.658227
3282,-1.588153,-1.120082,1.710748,-0.572317,1.881844,-1.403251,0.04031,-0.506856,-2.315904
2781,-1.322136,-1.277671,-0.399387,1.722693,0.377235,-0.801918,-0.129062,0.448644,-1.568674
3399,0.491045,0.663211,-1.042445,-1.592203,-1.333489,0.172946,0.034903,-0.183231,3.431148
6023,0.205009,-0.114175,-0.058113,-0.295454,-0.726267,0.609859,-0.156026,-0.332387,-4.283932
6226,0.140189,-0.03092,0.578286,0.424115,-0.796733,0.030327,0.243185,0.003219,6.565658
6199,-1.124453,-0.124056,-0.245573,0.702574,0.803945,0.538365,0.162772,-0.299304,-3.666994
7817,0.757732,0.434855,-1.245768,0.45752,-1.077917,1.636994,0.048189,-0.089027,-0.156708
7228,-0.000614,0.996965,-1.271669,-1.321219,-0.947326,-1.380199,-0.233901,0.02258,1.860812
615,-1.471605,1.123026,-1.244255,-0.488908,1.329316,1.318494,0.122004,-0.286219,2.143992
2575,-1.540942,0.684472,-1.844472,-0.067919,0.775137,-1.086354,-0.212395,0.280787,-1.918119
6266,-1.801318,1.403912,-0.317313,1.351914,0.363572,-0.469185,0.339165,0.34828,9.127608
2314,-1.155022,-1.189532,-0.620209,-0.049832,-0.599094,0.452254,0.285415,0.570843,-10.102357
1705,0.842212,-0.956989,-1.671521,0.130468,-1.30885,-0.411588,0.072157,-0.452669,0.110962
5815,0.900613,0.407342,0.046324,-1.796437,0.504411,-0.900513,0.40307,0.404648,9.831756
6861,-0.61475,1.221761,-0.564975,0.87669,1.715996,0.929624,0.535119,-0.249265,8.806635
6986,0.504653,-0.601311,0.898769,-0.416153,-1.104169,1.496898,0.55784,0.019433,-0.76577
1780,-0.933246,1.54046,-1.244137,1.482892,0.086684,1.709367,-0.372017,-0.484847,0.801674
4461,0.983675,1.563708,1.190522,-1.588834,-1.251452,-0.819556,0.313428,-0.215738,-1.767561
803,0.633239,0.380232,0.554556,1.194273,1.148298,1.268931,0.169058,-0.235045,2.462795
857,-1.704702,0.393502,1.16377,1.187066,0.642687,0.852334,-0.153842,0.381321,8.92955
4679,0.894231,-1.297006,-1.147021,1.34472,0.087095,1.083857,0.053384,-0.383045,-3.140371
4786,1.049597,1.166409,0.299061,1.034452,-0.792017,0.134787,-0.112239,0.004121,9.616446
990,0.485586,-0.618974,1.856178,0.764384,-0.853706,0.043541,0.135763,0.57516,8.101498
5513,0.592629,0.214195,-0.287661,-1.684636,-1.644748,1.472842,0.260454,-0.144745,6.230203
4329,1.826181,1.779335,-1.423901,-0.105135,1.077,1.795816,0.117429,-0.369064,2.285315
7214,-1.584755,-0.54989,1.821717,-1.61975,-0.608772,-0.089238,0.190159,0.398611,7.836969
6507,-1.529737,0.499081,0.005047,-1.884094,1.286846,0.032852,0.551814,-0.460319,4.591321
219,1.734861,1.321589,-0.367384,0.487887,0.358261,0.741041,-0.352591,-0.390084,7.451476
7175,-0.719623,-0.830681,-1.278636,-1.538986,-0.381991,0.034546,0.015257,-0.378001,-2.130067
1288,1.333492,-0.113022,0.468079,-0.802607,-0.669396,-1.11814,0.137744,0.264807,6.533729
3163,0.720099,1.288644,0.091703,-0.634455,1.791788,0.529097,-0.220793,-0.473966,9.021396
582,1.280745,-0.704543,0.034063,-0.521471,0.684681,1.66653,-0.341163,-0.32671,2.634582
2618,0.181111,1.614095,-0.191095,0.237403,1.462755,0.925479,-0.041114,0.197588,-0.983869
43,-0.034908,1.406603,-0.342038,0.477529,-0.315221,-1.192387,0.129525,0.126876,7.681871
1234,-1.063019,-0.558638,1.82436,1.333086,0.600471,0.057852,-0.099195,-0.368022,5.688768
5782,-0.616629,-0.197582,0.525248,-1.294392,1.30754,1.007672,0.479326,0.435535,7.802403
8070,-1.677708,1.696482,0.934129,-1.775013,-1.329431,0.509978,-0.503601,-0.416748,8.296864
3441,-1.205915,-0.768608,1.483579,0.317632,0.243696,1.677409,0.262935,-0.456236,7.681578
7921,-0.084903,1.828775,0.13067,-1.69457,1.037189,-0.035487,-0.248511,0.479686,5.846782
1892,-1.096359,0.818411,-1.378762,0.787857,1.580918,0.162165,-0.046305,0.543767,-2.40133
4993,-0.569589,-1.276583,-0.960709,-0.108955,0.974821,-0.212223,-0.156417,0.30586,-6.769308
7171,0.550607,-1.079482,1.731149,-0.749946,-1.52697,1.777903,0.288503,-0.337304,3.327899
4691,0.153826,-0.806253,-1.640493,1.359803,1.012885,-1.357055,-0.021907,0.205567,4.577353
6960,1.000215,0.578325,1.071655,-1.325138,1.048226,0.743046,-0.425709,-0.497968,8.291066
1071,1.736933,-1.560098,-0.8315,0.048034,0.549124,0.380948,0.408564,0.343048,-3.908111
718,1.249121,-0.667403,-1.554028,-0.607634,0.182269,-1.546598,-0.045456,0.421722,-3.649513
2364,1.106148,1.599139,1.03811,0.373045,0.40669,0.384404,-0.299948,-0.020301,-0.752707
1505,1.622772,-1.3785,1.43191,-0.997015,0.416298,-0.232045,0.596868,-0.431839,-8.603122
3774,0.22497,-0.145657,-1.389495,1.360753,-1.878661,-1.648438,-0.068253,0.06913,1.162843
670,0.862181,-0.85747,0.871734,1.363052,-0.928452,-0.835694,0.374475,-0.197436,5.18101
7691,-0.489356,1.336555,-1.429209,1.158524,-0.285931,0.988811,0.372489,0.014362,4.270359
2952,1.846679,-0.53863,-1.200115,-1.306314,0.74624,-0.433775,0.174242,0.479704,-5.873965
4965,-1.288415,-0.024821,1.290307,1.661821,-1.044989,0.887993,-0.182926,-0.038808,7.45938
6551,-1.015579,1.325309,1.835447,-0.828767,0.740893,0.166883,-0.002358,-0.025808,-5.738005
7435,0.443018,0.227075,1.305871,-0.649307,0.984277,0.379315,0.071181,-0.064556,9.061903
897,-0.589009,0.313299,-0.948642,-0.878559,0.799945,1.175845,0.175201,-0.199963,-1.53506
6591,-1.594424,-0.959437,-1.354025,1.861664,-1.269265,1.399479,0.182825,-0.46632,-2.810335
2666,-0.781663,0.731881,-0.497659,1.279854,-0.613472,0.088337,-0.210758,0.195239,7.780041
3193,1.858358,-0.289486,1.569838,-1.339883,-1.736282,1.184281,-0.291399,-0.337478,8.24437
2890,-0.58818,-0.826901,-1.834825,-0.036887,-1.697519,0.481355,-0.029204,-0.038153,-1.545874
3971,-0.725115,1.117168,-1.691682,0.568088,-1.335204,1.507691,-0.502113,0.593526,2.187371
1530,0.0794,-0.070317,-1.82949,-0.83747,1.496024,-1.631315,0.332321,0.51657,-3.150428
7840,-0.836248,-0.587363,1.580905,-0.065877,1.153018,1.431073,0.001286,0.015942,3.233945
6846,1.496691,-1.727693,-1.478064,1.884923,1.342983,1.064508,-0.256996,-0.533128,2.967479
6552,0.985716,-1.834105,0.762115,-1.289411,-1.689251,-0.038437,-0.429073,0.575629,-5.725521
6538,1.282416,0.984626,-1.300192,1.845039,-1.72619,1.166856,0.086203,0.418011,-0.983633
3997,-0.368405,-1.587632,0.100164,-1.699322,0.342192,-1.666515,0.421959,-0.129781,-9.989439
3805,-0.041065,-0.281818,-1.504433,-0.20511,-1.583113,0.65074,0.151928,-0.137809,-1.14245
3934,1.142677,1.049599,1.197714,-1.353693,-0.1069,1.574696,0.362151,0.266597,4.52003
3527,1.368919,-0.342441,1.247612,0.365858,0.244868,-1.244944,-0.246991,-0.374331,8.951346
6252,-0.524034,-0.926281,1.733797,-1.482578,1.420766,0.200004,-0.412838,-0.168137,2.29559
1874,0.932137,-1.332043,1.856279,-1.308622,-0.353026,0.529465,0.549808,-0.574289,8.587497
2370,-0.204493,1.238501,1.815274,-0.572837,0.677973,-1.750001,0.182358,0.083609,-0.009193
1769,1.059861,0.254219,1.345247,1.416745,0.471507,0.269933,0.497104,0.434136,3.707851
5964,0.598985,1.484942,0.606601,1.297241,1.32729,1.195032,-0.378902,0.201732,6.187476
6817,-0.306642,-0.264062,-0.909686,1.662027,-1.346562,-0.883594,-0.282724,0.249561,-2.628563
1983,-1.007537,0.775398,-0.468382,-0.528612,1.305502,0.683224,-0.064074,-0.49666,2.432384
531,0.646627,-0.786684,-0.711675,0.800431,1.797322,-0.702791,-0.214156,-0.52217,-9.404281
5880,0.653882,0.500241,0.655572,-1.259371,1.799226,1.138529,-0.257049,-0.230312,7.331242
6438,1.49555,1.70707,1.695087,0.110712,-1.6052,-1.110528,0.058688,-0.035822,5.032971
4157,-1.82781,1.00238,-0.729876,0.269159,-0.13702,0.528595,-0.505977,0.447534,4.747962
2881,1.701617,0.523368,1.039476,0.699839,0.070812,-1.14938,-0.195129,0.066152,8.930523
81,-0.576985,-1.171854,-1.328745,0.734671,1.151861,0.8269,0.577469,-0.08,-1.23323
4081,-0.932358,1.381321,0.746098,0.939379,-0.241059,1.178533,0.157864,0.013603,4.896187
6664,1.560399,-1.641714,-0.304179,-0.333719,0.817711,-1.828134,-0.211775,-0.098171,-9.70338
4438,-1.147214,1.86507,-0.581584,0.694159,-1.150175,1.114269,-0.445077,0.383352,1.760176
2163,0.398708,-1.810572,0.435241,1.462583,1.805374,-1.101372,-0.158709,0.173009,-7.542318
731,0.503362,0.327704,-0.111676,0.474216,0.547867,1.873444,0.217343,0.086993,5.945289
2339,0.791633,0.966487,-0.807267,0.179265,0.740028,0.710114,-0.205158,-0.488701,-0.203473
7212,0.182175,0.645105,0.021987,0.085769,1.415815,-0.083781,0.585208,0.397384,5.915482
2232,0.101228,1.111189,-0.388029,0.337222,1.509753,-0.853934,-0.004772,0.197232,6.287449
5441,-1.41987,-0.220707,0.178165,1.116326,-0.75114,1.01616,0.289621,0.452349,4.394382
6452,1.089578,-1.699685,1.778314,0.273825,-0.876807,0.082026,-0.373903,0.220283,2.341696
7723,-1.40207,1.125702,-1.510889,0.603375,-0.133757,-1.185733,-0.277932,0.396735,-4.637532
5196,-0.293399,-0.115947,0.317552,-1.105437,-0.949844,1.546228,0.460645,-0.341407,0.93194
4717,0.823724,1.210369,0.226802,0.485438,0.673632,0.697662,0.37571,0.159025,9.3114
3346,1.224959,0.402681,0.866041,-0.083675,-0.156244,1.635066,0.533084,0.348042,6.654543
3956,1.286197,0.444959,-1.075485,1.053454,-1.867208,-1.424574,-0.033376,-0.556668,-1.254693
7251,1.373681,0.511232,0.655239,0.6927,0.728543,-0.045011,0.396669,-0.37822,9.837715
2705,-1.304406,-1.112661,-1.728698,0.483257,1.711157,-1.243087,0.089649,-0.463144,5.692517
1255,-0.758441,-1.054764,-1.294699,-0.080239,1.048359,-0.796692,0.230441,-0.570582,4.21552
2104,-1.668395,-0.113664,0.985813,-0.198835,-1.686932,1.234082,-0.267811,0.097405,-0.277896
4417,-0.64016,0.150034,-0.450873,-0.300781,0.225557,-1.593321,-0.404084,0.554779,-1.402914
8040,0.305156,1.677698,-1.871238,-1.304784,0.077334,-0.874954,0.341252,-0.570712,-2.85198
4510,1.265135,0.817954,-1.518457,1.590713,-1.091444,0.482655,-0.273491,-0.555405,-4.005681
898,0.332537,-1.832471,1.829236,0.350086,-0.932523,-1.396489,0.213877,-0.576835,-2.529311
428,-0.953354,-0.894358,-0.831524,-0.357597,-0.88914,0.147328,-0.217852,-0.237728,-4.089317
8088,1.566974,-0.47055,0.73247,1.859758,0.619672,-1.431885,0.450702,0.555707,4.625739
3803,-0.070265,-0.95733,0.131464,0.339883,0.999704,-0.46569,-0.163172,-0.436194,-6.293452
6853,-1.82851,0.540794,-0.13464,-0.943863,0.273024,0.724227,-0.305354,0.317618,7.161246
7415,-0.031431,-0.473518,-0.127115,1.119149,1.44342,0.177018,0.218904,-0.083105,-6.799581
1222,-0.988666,1.254343,0.398754,-1.050265,-1.083043,-1.577671,0.520968,-0.495849,7.428678
5923,-1.612918,1.119967,0.113976,0.48449,-0.176644,1.833407,-0.374424,-0.142627,6.972806
6859,-0.839476,1.704048,-0.087051,-0.341724,-1.788827,0.225717,0.347714,0.02636,7.579311
5889,0.771889,0.870916,-1.073993,-0.261842,-1.289993,-0.151185,-0.012301,-0.341062,-1.840822
5274,-0.710508,1.575023,-0.909052,1.017394,-0.985337,0.667419,0.583479,0.136851,1.46011
3428,0.369605,-0.862529,-1.209183,0.854226,1.149118,-0.020799,0.326765,-0.45646,-2.84081
6774,-1.29963,-0.017757,-0.613467,0.165876,-1.863558,-0.401548,-0.214322,0.297105,1.065996
1621,1.728463,-0.660664,-1.388922,-0.316281,-0.155536,-1.551965,0.045831,-0.113665,-1.574089
7315,0.700416,-1.534377,1.684036,-0.897457,-0.138477,-1.342417,0.291229,-0.109871,5.885108
3164,1.011576,-0.74498,-0.9998,-1.149398,-0.914377,-1.778802,-0.29369,-0.444633,-7.563652
4209,-1.686469,1.475981,0.794538,0.779893,-0.318834,-1.60021,-0.056225,-0.57501,3.459127
6539,0.868167,1.728253,-0.418543,0.199286,1.713594,-1.740119,0.249663,-0.305807,9.078458
1096,0.110672,1.49044,-1.235208,0.755785,1.653799,-0.156777,0.070723,-0.553719,5.235989
2715,-1.514822,-1.408024,-0.930647,-0.028366,-1.736271,1.373613,-0.197815,0.525745,-4.367453
2072,-0.395275,-0.796485,0.428016,0.672193,-0.883466,1.267439,0.588369,-0.485295,3.081404
7399,0.187473,-0.779384,1.337858,1.629373,0.230484,-1.718914,-0.306303,-0.039357,8.667202
5368,1.262837,-0.103694,-1.092487,1.805642,-0.354554,1.244222,-0.018093,-0.488495,-1.426137
5186,-1.87552,-1.639095,-1.534585,-1.811948,-0.071768,0.166805,-0.421882,0.222597,-0.207689
3392,-0.046344,1.460231,-0.025993,0.438147,1.303842,-0.828917,-0.567293,-0.491623,3.369218
6903,-0.162071,1.714829,0.157629,-0.983396,-0.643697,1.030387,-0.401471,0.076413,4.787025
2588,-0.397016,0.089463,-0.585368,1.180157,1.38757,0.224167,0.458302,-0.116096,3.947633
7249,0.39399,1.829623,-0.696338,-1.549226,0.938249,-0.379765,-0.080504,0.577397,6.468786
1788,-1.859702,0.329465,-0.682632,-1.161041,-0.554161,1.671367,0.337059,-0.253012,4.21218
7591,-1.067695,0.02268,0.425708,-0.424625,-0.230729,1.373803,-0.384072,-0.289787,3.181446
6075,1.874174,1.641515,0.734363,-0.257604,-1.696987,-1.882902,-0.414511,0.521557,-3.156771
528,0.85992,-1.161909,-0.063271,-0.277814,1.701347,-0.233069,-0.081465,0.021066,-5.801045
7807,-0.498569,1.067322,1.235883,-0.726237,1.11436,0.130505,-0.217902,0.118659,-2.70476
192,0.782663,0.998403,0.289572,-0.113249,0.425774,0.694076,0.390687,-0.125029,6.972198
3647,0.74963,-0.016801,0.372856,0.993278,0.855499,-0.073056,0.363659,0.409974,5.910944
1126,0.745221,1.289738,-0.359891,-1.753461,-1.017897,0.062616,0.18548,-0.245694,8.741941
3799,0.291254,1.756164,1.219059,-0.736042,-1.584399,1.652426,-0.19662,0.212694,6.37792
8031,-0.008478,0.759803,1.317798,0.00443,-0.93745,-1.257914,-0.031952,0.576911,8.314851
7305,0.089283,0.16267,0.802179,1.021515,0.425814,1.362682,0.124067,-0.398382,9.281818
304,0.746859,-1.342359,-1.870002,0.625656,1.113918,0.236378,-0.215532,0.351735,-0.972982
6194,1.260812,-0.197416,-0.441538,-1.750173,1.455473,-0.82287,0.580315,-0.240717,-3.012688
1292,-1.741389,-1.713208,0.687529,0.516342,-0.178561,-0.220524,-0.165092,-0.304828,-0.962174
70,0.940661,-1.309868,1.336827,-0.613143,1.842712,0.643123,0.203514,0.465183,-3.962393
4228,-0.927897,0.955704,-1.070593,0.323752,1.319392,0.407282,-0.306646,0.202599,-0.08687
4680,-0.827466,-0.010799,-0.548888,-0.189084,0.103938,1.41134,0.033263,-0.144482,1.023562
2687,1.290099,-1.826138,-1.055171,-0.598761,-1.489432,-0.666691,-0.284736,0.043694,-5.707585
6741,1.859742,0.345101,-1.773652,-1.084011,0.998883,0.80678,-0.260406,-0.249715,0.294422
3819,-0.262696,-0.568435,-0.734045,1.819254,-1.539885,-0.405693,0.409877,-0.395156,-4.258777
831,1.793027,-1.257355,1.750646,-1.045839,1.675848,0.974005,0.36677,-0.091863,8.502835
6012,0.466208,1.689495,0.37095,-0.881264,0.569721,-0.279678,0.16856,-0.204709,9.754418
1456,0.144049,0.756299,-1.016334,-0.056264,0.621985,-0.26824,0.162638,-0.142883,1.69523
2607,1.684261,-0.889879,-0.956487,-0.77919,0.825917,0.368874,-0.58557,-0.469307,-1.264665
5014,1.12826,0.007516,-1.854172,-0.981731,0.945805,-1.565463,-0.169922,0.124835,-2.677022
238,-0.422692,-1.674322,-1.708412,-1.645784,-0.85987,-1.757971,-0.455449,0.07563,0.769473
92,-0.463342,1.248495,0.138209,0.611236,0.037845,-1.049424,0.55407,0.248879,9.323412
2977,0.733739,0.576037,0.320869,1.872965,0.171467,1.641719,0.122791,-0.251393,6.211354
5768,1.22859,1.109534,-1.809561,-1.422578,-0.495306,-0.647154,-0.167788,-0.015599,-0.677996
6638,0.948967,-1.206018,1.265216,-1.588869,-1.841635,-1.386461,-0.134484,0.529955,-9.965936
6978,0.964414,-1.713754,-0.947111,-1.533304,0.879536,0.533943,0.50726,-0.472864,-2.824187
4508,0.410526,0.766465,0.189064,-0.439672,-0.538572,-0.228761,0.168661,0.283636,11.196833
4518,-0.422106,0.641287,-0.065351,-1.305861,0.817425,0.909413,0.406211,0.394961,9.00403
6009,-0.694289,-1.045684,0.513033,0.755486,0.38876,0.627332,-0.280429,0.422646,-5.042893
5281,0.567311,0.68704,-0.16146,0.676395,-1.874506,0.325456,-0.062664,0.402091,8.788654
5164,-1.080734,-0.463505,-1.488303,-0.54849,-1.04178,-1.730005,0.357868,0.294623,-2.622498
1001,-0.231471,0.220183,-1.436296,-1.078517,-0.906922,-0.886242,-0.046008,-0.454573,-2.261923
6572,0.167187,1.323251,1.170721,1.138583,0.088661,1.011801,-0.233548,-0.047959,6.368398
7848,-0.22264,1.617598,-1.632863,1.420886,-1.558954,-0.463719,-0.417803,0.378924,3.009877
2377,0.848132,0.514193,1.411498,-0.999542,-0.584683,1.389301,-0.272571,0.506508,6.655432
5489,0.589138,1.852377,0.968199,1.580722,0.626338,1.267032,-0.387318,0.346213,3.039544
5814,0.514609,0.862376,-1.354541,0.72353,-1.366477,-0.08198,-0.579717,-0.505482,-3.23886
6747,-1.12791,-1.673923,1.224115,1.300942,-0.546905,-0.788281,-0.372065,-0.088095,-7.281165
3360,-1.501977,-0.410872,0.959276,-1.35917,-1.680415,1.441857,0.095934,-0.434366,6.566338
3246,1.615515,1.061587,-0.900223,-1.388178,0.876993,-0.72963,0.199773,-0.007144,6.790514
4593,-1.596581,0.491625,-0.906012,-0.679965,-1.564165,-1.32349,-0.449962,-0.118674,4.065151
1532,-1.522606,-0.273187,0.2967,-0.953024,0.874032,-1.484945,-0.210518,-0.573886,1.792342
2410,0.441415,-0.316219,0.879873,-1.34236,1.868988,1.185103,0.505318,0.476836,1.480481
7179,1.169735,-0.34932,-1.275571,0.967581,-1.259156,1.641223,-0.126056,0.57375,1.882684
411,-1.316033,-0.495399,1.560158,1.837374,1.408182,-0.184783,0.239098,-0.287775,8.603613
3757,0.005768,-1.071756,-0.359346,-0.126108,-0.814881,0.382367,-0.398574,-0.430256,-5.326239
7855,1.444751,-0.068579,0.981065,-0.826945,1.191478,-0.590591,0.03454,-0.27791,9.716429
6348,1.508277,0.721682,1.511045,-1.763034,0.196259,-0.144105,-0.539843,0.064937,4.29226
2805,0.266389,-1.457178,-1.445034,-0.917552,1.411707,-1.267303,0.140742,0.250869,-4.04393
7565,0.842999,0.961334,-0.701437,-0.535536,1.798296,0.587136,-0.522178,0.557851,-0.892884
